sifrao,nazivo
73410000-9,Vojna istraživanja i tehnologija
73420000-2,Preliminarna studija izvodljivosti i tehnološka prezentacija
73421000-9,Razvoj bezbednosne opreme
73422000-6,Razvoj vatrenog oružja i municije
73423000-3,Razvoj vojnih vozila
73424000-0,Razvoj ratnih brodova
73425000-7,"Razvoj vojnih letelica, raketa i svemirskih letelica"
73426000-4,Razvoj vojnih elektronskih sistema
73430000-5,Ispitivanje i ocenjivanje
73431000-2,Ispitivanje i ocenjivanje bezbednosne opreme
73432000-9,Ispitivanje i ocenjivanje vatrenog oružja i municije
73433000-6,Ispitivanje i ocenjivanje vojnih vozila
73434000-3,Ispitivanje i ocenjivanje ratnih brodova
73435000-0,"Ispitivanje i ocenjivanje vojnih letelica, raketa i svemirskih letelica"
73436000-7,Ispitivanje i ocenjivanje vojnih elektronskih sistema
75000000-6,"Usluge uprave, odbrane i socijalnog osiguranja"
75100000-7,Usluge uprave
75110000-0,Opšte usluge javnih službi
75111000-7,Usluge izvršnih i zakonodavnih službi
75111100-8,Usluge izvršnih službi
75111200-9,Usluge zakonodavnih službi
75112000-4,Upravne usluge u poslovanju preduzeæa
75112100-5,Usluge na projektu razvoja uprave
75120000-3,Administrativne usluge agencija
75121000-0,Administrativne usluge u obrazovanju
75122000-7,Administrativne usluge u zdravstvu
75123000-4,Administrativne stambene usluge
75124000-1,"Administrativne usluge u oblasti rekreacije, kulture i religije"
75125000-8,Administrativne usluge u turistièkom poslovanju
75130000-6,Pomoæne usluge za državnu upravu
75131000-3,Usluge državne uprave
75131100-4,Opšte kadrovske usluge za državnu upravu
75200000-8,Pružanje usluga zajednici
75210000-1,Usluge u oblasti spoljnih poslova i druge usluge
75211000-8,Usluge u oblasti spoljnih poslova
75211100-9,Diplomatske usluge
75211110-2,Konzularne usluge
75211200-0,Usluge povezane sa inostranom ekonomskom pomoæi
75211300-1,Usluge povezane sa inostranom vojnom pomoæi
75220000-4,Odbrambene usluge
75221000-1,Usluge vojne odbrane
75222000-8,Usluge civilne odbrane
75230000-7,Usluge pravosuða
75231000-4,Usluge sudstva
75231100-5,Administrativne usluge u sudovima
75231200-6,Usluge u vezi sa pritvaranjem ili rehabilitacijom osuðenih lica
75231210-9,Usluge u vezi sa zatvorima
75231220-2,Usluge sprovoðenja zatvorenika
75231230-5,Zatvorske usluge
75231240-8,Probacijske usluge
75240000-0,"Usluge u oblasti javne bezbednosti, reda i mira"
75241000-7,Usluge u oblasti javne bezbednosti
75241100-8,Usluge policije
75242000-4,Usluge u oblasti javnog reda i mira
75242100-5,Usluge u oblasti javnog reda
75242110-8,Usluge sudskih izvršitelja
75250000-3,Usluge vatrogasne službe i usluge spašavanja
75251000-0,Usluge vatrogasne službe
75251100-1,Usluge gašenja požara
75251110-4,Usluge spreèavanja požara
75251120-7,Usluge gašenja šumskih požara
75252000-7,Usluge spašavanja
75300000-9,Usluge obaveznog socijalnog osiguranja
75310000-2,Usluge u vezi sa raznim naknadama
75311000-9,Naknade u sluèaju bolesti
75312000-6,Naknade za porodiljsko odsustvo
75313000-3,Davanja za sluèaj invalidnosti
75313100-4,Naknade za privremenu nesposobnost
75314000-0,Naknade za nezaposlenost
75320000-5,Penzijske šeme za državne službenike
75330000-8,Porodièni dodatak
75340000-1,Deèiji dodatak
76000000-3,Usluge povezane sa industrijom nafte i gasa
76100000-4,Profesionalne usluge u industriji gasa
76110000-7,Usluge u vezi sa vaðenjem gasa
76111000-4,Usluge regasifikacije
76120000-0,Usluge ronjenja u vezi sa vaðenjem gasa
76121000-7,Usluge ronjenja u vezi sa podmorskim bušotinama
76200000-5,Profesionalne usluge za naftnu industriju
76210000-8,Usluge u vezi sa vaðenjem nafte
76211000-5,Usluge oblaganja zaštitnih cevi u bušotinama
76211100-6,Usluge oblaganja
76211110-9,Usluge oblaganja ispitnih bušotina
76211120-2,Usluge oblaganja bušotine izvorišta
76211200-7,Usluge analize isplake
76300000-6,Usluge bušenja
76310000-9,Usluge bušenja povezane sa vaðenjem plina
76320000-2,Usluge bušenja na moru
76330000-5,Usluge bušenja turbinskom bušilicom
76331000-2,Usluge bušenja turbinskom bušilicom sa vretenom
76340000-8,Bušenje jezgra
76400000-7,Usluge odreðivanja položaja platforme
76410000-0,Usluge uvoðenja zaštitnih i proizvodnih cevi u bušotine
76411000-7,Usluge uvoðenja zaštitnih cevi u bušotine
76411100-8,Usluge tima za uvoðenje zaštitnih cevi u bušotine
76411200-9,Usluge planiranja uvoðenja zaštitnih cevi u bušotine
76411300-0,Usluge izrade zaštitnih cevi za bušotine
76411400-1,Usluge dovršenja uvoðenja zaštitnih cevi u bušotine
76420000-3,Usluge cementiranja bušotine
76421000-0,Usluge cementiranja obloge
76422000-7,Usluge cementiranja èepa
76423000-4,Usluge betoniranja penastim betonom
76430000-6,Usluge bušenja bušotina i proizvodne usluge
76431000-3,Usluge bušenja bušotine
76431100-4,Usluge kontrole bušenja bušotine
76431200-5,Usluge podizanja cevi kod bušenja bušotine
76431300-6,Usluge odlaganja cevi kod bušenja bušotine
76431400-7,Usluge bušenja levkastih bušotina
76431500-8,Usluge nadzora bušenja
76431600-9,Usluge nadzora bušotine
76440000-9,Usluge evidentiranja podataka u vezi sa bušotinom
76441000-6,Usluge merenja obložene bušotine
76442000-3,Usluge merenja otvorene bušotine
76443000-0,Ostale usluge evidentiranja
76450000-2,Usluge upravljanja bušotinom
76460000-5,Usluge podrške u vezi sa bušotinom
76470000-8,Usluge ispitivanja bušotine
76471000-5,Usluge ispitivanja raspukline bušotine
76472000-2,Usluge pregleda ili ispitivanja mesta bušenja
76473000-9,Usluge ispitivanja opreme bušotine
76480000-1,Usluge ulaganja proizvodnih cevi
76490000-4,Usluge ispunjavanja bušotine
76491000-1,Usluge zaèepljivanja bušotine
76492000-8,Usluge odreðivanja položaja bušotine
76500000-8,Usluge na kopnu i na moru
76510000-1,Usluge na kopnu
76520000-4,Usluge na moru
76521000-1,Usluge instalacije na moru
76522000-8,Usluge brodova za snabdevanje na moru
76530000-7,Usluge u vezi sa bušotinskom rupom
76531000-4,Usluge bušotinske karotaže
76532000-1,Usluge pumpanja u bušotinskoj rupi
76533000-8,Usluge snimanja bušotinske rupe
76534000-5,Usluge širenja bušotinske rupe
76535000-2,Usluge otvaranja bušotinske rupe
76536000-9,Usluge nadzora vibracija bušotinske rupe
76537000-6,Usluge u vezi sa alatima za bušotinske rupe
76537100-7,Usluge u vezi sa alatima za bušotinske rupe naftnih polja
76600000-9,Usluge pregleda cevovoda
77000000-0,"Usluge u oblasti poljoprivrede, šumarstva, hortikulture, akvakulture i pèelarstva"
77100000-1,Usluge u oblasti poljoprivrede
77110000-4,Usluge povezane sa poljoprivrednom proizvodnjom
77111000-1,Usluge iznajmljivanja poljoprivrednih mašina sa rukovaocem
77112000-8,Usluge iznajmljivanja kosilica ili poljoprivredne opreme sa rukovaocem
77120000-7,Usluge kompostiranja
77200000-2,Šumarske usluge
77210000-5,Usluge seèe šuma
77211000-2,Usluge povezane sa seèom šuma
77211100-3,Usluge eksploatacije drva
77211200-4,Prevoz trupaca unutar šume
77211300-5,Usluge krèenja drveæa
77211400-6,Usluge seèe drveæa
77211500-7,Usluge održavanja drveæa
77211600-8,Saðenje drveæa
77220000-8,Usluge impregniranja drveta
77230000-1,Usluge povezane sa šumarstvom
77231000-8,Usluge upravljanja u šumarstvu
77231100-9,Usluge upravljanja šumskim resursima
77231200-0,Usluge suzbijanja šumskih štetoèina
77231300-1,Usluge upravljanja šumama
77231400-2,Usluge popisivanja šuma
77231500-3,Usluge praæenja ili ocenjivanja šuma
77231600-4,Usluge pošumljavanja
77231700-5,Usluge širenja šuma
77231800-6,Usluge upravljanja šumskim rasadnicima
77231900-7,Usluge sektorskog planiranja šuma
77300000-3,Usluge u oblasti hortikulture
77310000-6,Usluge sadnje i održavanja zelenih površina
77311000-3,Usluge održavanja ukrasnih bašti i parkova
77312000-0,Usluge plevljenja korova
77312100-1,Usluge uništavanja korova
77313000-7,Usluge održavanja parkova
77314000-4,Usluge održavanja terena
77314100-5,Usluge zatravljivanja
77315000-1,Usluge sejanja
77320000-9,Usluge održavanja sportskih terena
77330000-2,Usluge cvetnih aranžmana
77340000-5,Usluge obrezivanja drveæa i šišanja živice
77341000-2,Obrezivanje drveæa
77342000-9,Šišanje živice
77400000-4,Usluge u oblasti zoologije
77500000-5,Usluge stoèarstva
77510000-8,Usluge razmnožavanja divljaèi
77600000-6,Usluge u lovstvu
77610000-9,Usluge postavljanja zamki (stupica)
77700000-7,Usluge povezane sa ribarstvom
77800000-8,Usluge akvakulture
77810000-1,Usluge marikulture
77820000-4,Usluge gajenja ostriga
77830000-7,"Usluge gajenja školjki, rakova i ljuskara"
77840000-0,Usluge gajenja kozica ili škampi
77850000-3,Usluge uzgajanja riba
77900000-9,Usluge pèelarstva
79000000-4,"Poslovne usluge: pravo, marketing, savetovanje, zapošljavanje, štampanje i obezbeðenje"
79100000-5,Pravne usluge
79110000-8,Pravni saveti i zastupanje
79111000-5,Pravni saveti
79112000-2,Pravno zastupanje
79112100-3,Usluge zastupanja deonièara
79120000-1,Savetodavne usluge u pogledu patenta i autorskih prava
79121000-8,Savetodavne usluge u pogledu autorskih prava
79121100-9,Savetodavne usluge u pogledu autorskih prava na softver
79130000-4,Usluge pravnog dokumentovanja i overavanja
79131000-1,Usluge dokumentovanja
79132000-8,Usluge overavanja
79132100-9,Usluge overavanja elektronskog potpisa
79140000-7,Usluge pravnih saveta i informacija
79200000-6,"Raèunovodstvene, revizorske i poreske usluge"
79210000-9,Raèunovodstvene i revizorske usluge
79211000-6,Raèunovodstvene usluge
79211100-7,Knjigovodstvene usluge
79211110-0,Usluge obraèuna plata
79211120-3,Usluge voðenja evidencije prodaje i nabavke
79211200-8,Usluge izrade finansijskih izveštaja
79212000-3,Revizorske usluge
79212100-4,Usluge finansijske revizije
79212110-7,Usluge ocenjivanja upravljanja preduzeæima
79212200-5,Usluge interne revizije
79212300-6,Usluge obavezne revizije
79212400-7,Usluge revizije kod prevara i pronevera
79212500-8,Usluge raèunovodstvene revizije
79220000-2,Fiskalne usluge
79221000-9,Savetodavne usluge u oblasti poreza
79222000-6,Usluge izrade poreskih prijava
79223000-3,Naruèene brokerske usluge
79300000-7,"Usluge istraživanja tržišta i privrede, anketiranje i statistièki podaci"
79310000-0,Usluge istraživanja tržišta
79311000-7,Usluge anketiranja
79311100-8,Usluge formulisanja ankete
79311200-9,Sprovoðenje anketiranja
79311210-2,Usluge ankete putem telefona
79311300-0,Usluge analize anketiranja
79311400-1,Usluge ekonomskog istraživanja
79311410-4,Ocena ekonomskog dejstva
79312000-4,Usluge ispitivanja tržišta
79313000-1,Usluge uèinka poslovanja
79314000-8,Izrada studije izvodljivosti
79315000-5,Usluge socioloških istraživanja
79320000-3,Usluge ispitivanja javnog mnjenja
79330000-6,Statistièke usluge
79340000-9,Usluge oglašavanja i marketinga
79341000-6,Usluge oglašavanja
79341100-7,Savetodavne usluge u oblasti oglašavanja
79341200-8,Usluge sprovoðenja oglašavanja
79341400-0,Usluge kampanje oglašavanja
79341500-1,Usluge oglašavanja iz vazduha
79342000-3,Usluge marketinga
79342100-4,Usluge neposrednog marketinga
79342200-5,Usluge promovisanja
79342300-6,Korisnièke usluge
79342310-9,Usluge anketiranja korisnika
79342311-6,Ispitivanje zadovoljstva korisnika
79342320-2,Usluge brige o korisnicima
79342321-9,Program lojalnosti korisnika
79342400-7,Aukcione usluge
79342410-4,Usluge elektronske aukcije
79400000-8,Usluge savetovanja u poslovanju i upravljanju i srodne usluge
79410000-1,Usluge savetovanja u poslovanju i upravljanju
79411000-8,Usluge opšteg savetovanja u upravljanju
79411100-9,Usluge savetovanja u razvoju poslovanja
79412000-5,Usluge savetovanja u oblasti finansijskog upravljanja
79413000-2,Usluge savetovanja u upravljanju marketingom
79414000-9,Usluge savetovanja u upravljanju kadrovima
79415000-6,Usluge savetovanja u upravljanju proizvodnjom
79415200-8,Usluge savetovanja u dizajnu
79416000-3,Usluge u oblasti odnosa sa javnošæu
79416100-4,Usluge upravljanja u oblasti odnosa sa javnošæu
79416200-5,Usluge savetovanja u oblasti odnosa sa javnošæu
79417000-0,Usluge savetovanja u oblasti bezbednosti
79418000-7,Usluge savetovanja u oblasti javnih nabavki
79419000-4,Usluge savetovanja u oblasti ocenjivanja
79420000-4,Usluge povezane sa upravljanjem
79421000-1,Usluge upravljanja projektima izuzev graðevinskih radova
79421100-2,Usluge nadzora projekata izuzev graðevinskih radova
79421200-3,Usluge pripreme projekata izuzev graðevinskih radova
79422000-8,Usluge arbitraže i mirenja
79430000-7,Usluge upravljanja kriznim situacijama
79500000-9,Pomoæne kancelarijske usluge
79510000-2,Usluge odgovaranja na telefonske pozive
79511000-9,Usluge telefonista
79512000-6,Pozivni centar
79520000-5,Reprografske usluge
79521000-2,Usluge fotokopiranja
79530000-8,Usluge prevoðenja teksta
79540000-1,Usluge usmenog prevoðenja
79550000-4,"Usluge kucanja teksta, obrade teksta i stonog izdavaštva"
79551000-1,Usluge kucanja teksta
79552000-8,Usluge obrade teksta
79553000-5,Usluge stonog izdavaštva
79560000-7,Usluge razvrstavanja i odlaganja u kartoteku
79570000-0,Usluge sastavljanja spiska adresa za dostavljanje pošte i slanja poštom
79571000-7,Usluge slanja poštom
79600000-0,Usluge zapošljavanja
79610000-3,Usluge zapošljavanja osoblja
79611000-0,Usluge pronalaženja radnih mesta
79612000-7,Usluge zapošljavanja pomoænog kancelarijskog osoblja
79613000-4,Usluge premeštanja zaposlenih
79620000-6,Usluge obezbeðenja osoblja ukljuèujuæi za rad na odreðeno vreme
79621000-3,Usluge obezbeðenja kancelarijskog osoblja
79622000-0,Usluge obezbeðenja osoblja za pomoæ u domaæinstvu
79623000-7,Usluge obezbeðenja radnika u trgovini ili industriji
79624000-4,Usluge obezbeðenja osoblja za negu
79625000-1,Usluge obezbeðenja medicinskog osoblja
79630000-9,"Usluge u vezi sa osobljem, izuzev zapošljavanja i obezbeðivanja osoblja"
79631000-6,Usluge u oblasti kadrova i obraèuna plata
79632000-3,Usluge obuke osoblja
79633000-0,Usluge u vezi sa usavršavanjem osoblja
79634000-7,Usluge profesionalnog usmeravanja
79635000-4,Usluge centra za ocenjivanje radi zapošljavanja
79700000-1,Usluge istrage i obezbeðenja
79710000-4,Usluge obezbeðenja
79711000-1,Usluge nadzora alarmnih ureðaja
79713000-5,Èuvarske službe
79714000-2,Usluge nadzora
79714100-3,Usluge potrage
79714110-6,Usluge potrage za beguncima
79715000-9,Usluge patrolnih službi
79716000-6,Usluge izdavanja identifikacionih znaèki
79720000-7,Usluge istrage
79721000-4,Usluge detektivskih agencija
79722000-1,Grafološke usluge
79723000-8,Usluge analize otpada
79800000-2,Usluge štampanja i srodne usluge
79810000-5,Usluge štampanja
79811000-2,Usluge digitalne štampe
79812000-9,Usluge štampanja novèanica
79820000-8,Usluge u vezi sa štampanjem
79821000-5,Usluge završne obrade u štampanju
79821100-6,Usluge korekture
79822000-2,Usluge sastavljanja
79822100-3,Usluge izrade štamparskih ploèa
79822200-4,Usluge fotogravure
79822300-5,Usluge slaganja tipografskih slova
79822400-6,Litografske usluge
79822500-7,Usluge grafièkog oblikovanja
79823000-9,Usluge štampanja i isporuke
79824000-6,Usluge štampanja i distribucije
79900000-3,Razne poslovne i sa poslovanjem povezane usluge
79910000-6,Usluge upravljanja imovinom
79920000-9,Usluge pakovanja i srodne usluge
79921000-6,Usluge pakovanja
79930000-2,Usluge specijalnog dizajniranja
79931000-9,Usluge unutrašnjeg opremanja
79932000-6,Usluge unutrašnjeg ureðenja
79933000-3,Pomoæne usluge ureðenja
79934000-0,Usluge dizajniranja nameštaja
79940000-5,Usluge agencije za naplatu
79941000-2,Usluge naplate putarine
79950000-8,"Usluge organizovanja izložbi, sajmova i kongresa"
79951000-5,Usluge organizovanja seminara
79952000-2,Organizovanje raznih dešavanja
79952100-3,Usluge organizovanja kulturnih dešavanja
79953000-9,Usluge organizovanja festivala
79954000-6,Usluge organizovanja proslava
79955000-3,Usluge organizovanja modnih revija
79956000-0,Usluge organizovanja izložbi i sajmova
79957000-7,Usluge organizovanja aukcija
79960000-1,Fotografske i pomoæne usluge
79961000-8,Fotografske usluge
79961100-9,Usluge reklamnog fotografisanja
79961200-0,Usluge fotografisanja iz vazduha
79961300-1,Specijalizovane fotografske usluge
79961310-4,Usluge fotografisanja bušotinske rupe
79961320-7,Usluge podvodnog fotografisanja
79961330-0,Usluge snimanja na mikrofilm
79961340-3,Usluge rendgenskog snimanja
